created_at,entry_id,TEMPERATURE,TURBIDITY,DISSOLVED OXYGEN,pH,AMMONIA,NITRATE,Population,Lenght,Weight
2023-05-01 20:30:00,226,28.67,38.23,5.86,7.827,0.8774,21.09,1286,8.65,93.72
2023-05-01 21:00:00,227,28.48,56.51,6.41,6.963,0.1864,20.62,1182,8.68,90.72
2023-05-01 21:30:00,228,31.19,52.21,8.13,7.893,0.3257,7.77,1205,8.8,97.53
2023-05-01 22:00:00,229,28.89,43.79,5.0,7.899,0.4734,30.53,1187,8.58,97.16
2023-05-01 22:30:00,230,26.56,16.96,8.15,7.642,0.2587,34.32,1324,8.6,95.53
2023-05-01 23:00:00,231,29.1,22.71,5.54,8.187,0.3732,32.05,1356,8.68,95.86
2023-05-01 23:30:00,232,26.78,53.78,8.47,7.255,0.4087,10.54,1438,8.7,96.26
2023-05-02 00:00:00,233,26.13,19.14,8.34,8.118,0.5102,28.15,1425,8.75,95.02
2023-05-02 00:30:00,234,30.77,23.92,6.73,8.081,1.1266,27.78,1075,8.74,97.09
2023-05-02 01:00:00,235,29.74,16.48,6.79,6.816,0.8621,39.74,1299,8.67,95.15
2023-05-02 01:30:00,236,30.73,43.81,6.69,7.43,1.4795,20.17,1136,8.82,98.51
2023-05-02 02:00:00,237,28.17,57.2,7.22,8.168,0.628,19.86,1280,8.61,99.74
2023-05-02 02:30:00,238,28.4,23.45,5.32,6.944,1.1333,29.74,1072,8.74,97.74
2023-05-02 03:00:00,239,26.54,33.77,5.11,7.567,1.3085,30.32,857,8.92,97.81
2023-05-02 03:30:00,240,26.89,41.72,5.2,8.171,1.0217,23.77,1127,8.65,97.08
2023-05-02 04:00:00,241,29.81,59.97,6.56,7.578,0.6237,22.72,908,8.73,102.92
2023-05-02 04:30:00,242,27.37,15.24,5.96,7.066,1.1329,24.77,1078,8.89,99.47
2023-05-02 05:00:00,243,29.7,34.93,7.18,7.615,0.3135,39.44,1485,8.88,100.6
2023-05-02 05:30:00,244,29.09,29.26,8.47,7.086,0.4981,23.45,1127,8.77,102.1
2023-05-02 06:00:00,245,26.41,53.29,6.35,7.528,0.8246,42.6,1114,8.84,102.56
2023-05-02 06:30:00,246,28.05,33.8,7.01,6.904,0.8674,25.16,1273,8.78,103.99
2023-05-02 07:00:00,247,28.89,15.55,6.45,7.648,0.043,42.97,910,9.02,102.24
2023-05-02 07:30:00,248,26.68,41.72,7.97,7.524,1.4182,38.31,1498,8.91,101.22
2023-05-02 08:00:00,249,29.66,48.54,8.16,7.836,1.048,19.5,1028,9.14,101.37
2023-05-02 08:30:00,250,28.23,10.14,8.07,7.683,0.7486,39.55,1296,8.99,103.34
2023-05-02 09:00:00,251,26.35,52.95,8.41,7.569,1.4004,9.4,955,8.98,103.1
2023-05-02 09:30:00,252,28.45,19.3,5.1,7.766,0.6643,42.0,1272,8.99,104.89
2023-05-02 10:00:00,253,30.56,37.6,7.94,7.002,1.4708,30.27,1071,9.02,108.62
2023-05-02 10:30:00,254,26.34,30.79,7.63,7.634,0.7733,7.18,801,9.07,105.75
2023-05-02 11:00:00,255,29.7,45.98,5.8,7.041,0.1803,30.77,1310,9.33,106.24
2023-05-02 11:30:00,256,26.68,28.56,8.35,8.096,1.1496,43.97,1085,9.07,107.47
2023-05-02 12:00:00,257,29.6,53.49,5.52,6.896,1.0216,7.79,812,9.09,107.19
2023-05-02 12:30:00,258,29.4,46.52,7.38,7.403,1.1618,27.19,1407,9.15,108.37
2023-05-02 13:00:00,259,27.27,42.39,5.79,7.774,1.4276,34.91,1297,9.27,110.08
2023-05-02 13:30:00,260,27.44,49.81,6.51,7.441,1.167,37.41,1037,9.04,111.27
2023-05-02 14:00:00,261,29.82,47.7,7.52,6.929,0.9209,21.55,893,9.25,112.01
2023-05-02 14:30:00,262,28.22,11.8,6.97,7.575,1.2874,13.17,1137,9.14,114.61
2023-05-02 15:00:00,263,29.61,29.74,6.5,7.698,1.0131,6.69,970,9.3,112.14
2023-05-02 15:30:00,264,26.75,56.54,6.14,7.785,0.6181,28.19,1405,9.21,115.97
2023-05-02 16:00:00,265,30.32,16.29,7.94,7.323,1.3296,23.12,1460,9.05,110.45
2023-05-02 16:30:00,266,29.66,46.85,5.5,7.589,0.3406,42.95,1423,9.34,116.68
2023-05-02 17:00:00,267,30.69,58.73,6.51,7.431,1.0748,7.42,1366,9.36,112.24
2023-05-02 17:30:00,268,26.86,12.61,8.16,7.741,1.3235,32.42,1266,9.28,112.94
2023-05-02 18:00:00,269,29.21,44.11,7.96,7.617,1.0997,6.0,1427,9.3,113.76
2023-05-02 18:30:00,270,29.28,33.41,6.4,7.536,1.0489,11.86,942,9.25,114.06
2023-05-02 19:00:00,271,28.1,38.96,7.67,7.149,1.1314,23.14,1000,9.48,115.17
2023-05-02 19:30:00,272,28.66,14.27,7.88,6.803,0.7029,23.19,979,9.51,114.34
2023-05-02 20:00:00,273,26.59,12.15,8.11,7.044,1.3125,32.43,1163,9.35,117.66
2023-05-02 20:30:00,274,30.15,43.34,6.91,6.964,0.3131,41.41,1278,9.41,115.39
2023-05-02 21:00:00,275,29.2,51.17,5.72,7.429,0.1998,30.56,1364,9.47,118.31
2023-05-02 21:30:00,276,26.76,49.1,5.89,7.657,0.4354,43.14,1270,9.73,120.56
2023-05-02 22:00:00,277,29.89,37.19,6.03,7.098,0.8021,40.26,1183,9.57,117.29
2023-05-02 22:30:00,278,28.83,14.99,7.08,8.115,0.7707,28.38,1491,9.45,120.09
2023-05-02 23:00:00,279,26.67,44.4,5.11,6.809,1.2327,38.35,1216,9.59,120.12
2023-05-02 23:30:00,280,31.35,22.09,7.23,7.881,0.6128,30.7,1107,9.44,124.01
2023-05-03 00:00:00,281,31.24,55.55,6.28,7.675,0.7317,8.14,1448,9.67,118.99
2023-05-03 00:30:00,282,29.05,51.91,6.03,7.323,0.0299,34.62,1493,9.79,122.09
2023-05-03 01:00:00,283,26.94,45.47,8.08,6.871,0.6205,8.8,1166,9.81,117.75
2023-05-03 01:30:00,284,30.22,57.44,6.61,7.678,0.9752,28.76,800,9.73,120.51
2023-05-03 02:00:00,285,28.89,11.57,5.33,7.34,0.0331,33.11,843,9.62,122.71
2023-05-03 02:30:00,286,27.91,46.81,7.89,8.111,0.4285,7.66,897,9.57,125.29
2023-05-03 03:00:00,287,28.82,26.51,5.17,7.559,0.3199,14.23,1064,9.58,120.55
2023-05-03 03:30:00,288,28.94,55.3,7.54,8.116,0.0726,41.63,939,9.46,125.07
2023-05-03 04:00:00,289,29.11,23.33,7.71,7.109,0.7241,29.65,1280,9.83,123.87
2023-05-03 04:30:00,290,28.46,46.24,6.23,7.816,0.2808,14.85,1036,9.77,121.46
2023-05-03 05:00:00,291,29.23,53.88,7.89,7.664,1.1172,32.63,871,9.89,125.36
2023-05-03 05:30:00,292,30.75,12.08,6.8,7.835,1.2734,28.87,1466,9.96,128.92
2023-05-03 06:00:00,293,27.92,29.88,6.62,7.101,0.8229,25.06,989,9.85,123.76
2023-05-03 06:30:00,294,29.69,48.12,5.16,7.731,1.4727,44.05,1067,9.87,126.28
2023-05-03 07:00:00,295,30.48,32.75,6.02,7.497,0.6812,32.34,1120,9.83,125.03
2023-05-03 07:30:00,296,28.24,23.36,8.26,7.84,0.7749,20.02,906,9.87,126.56
2023-05-03 08:00:00,297,28.13,20.99,6.37,7.258,1.4839,37.0,1031,9.99,130.86
2023-05-03 08:30:00,298,28.87,16.58,6.91,8.046,0.355,40.38,841,9.92,127.96
2023-05-03 09:00:00,299,28.77,52.86,6.86,6.918,1.4144,10.01,938,9.93,131.8
2023-05-03 09:30:00,300,29.8,38.77,7.07,7.93,0.0738,13.02,1414,9.98,131.72
2023-05-03 10:00:00,301,28.11,13.82,5.21,8.006,0.6751,13.65,1482,10.09,129.27
2023-05-03 10:30:00,302,30.67,29.13,6.27,7.944,0.1143,32.65,1072,9.95,129.49
2023-05-03 11:00:00,303,25.95,28.39,7.53,7.518,1.0966,29.12,1280,10.03,129.21
2023-05-03 11:30:00,304,25.63,19.09,5.7,7.414,0.9165,29.76,1215,10.08,129.64
2023-05-03 12:00:00,305,28.79,31.78,5.71,8.195,1.0629,42.63,1305,10.2,132.71
2023-05-03 12:30:00,306,27.05,26.6,5.04,7.121,0.568,36.04,1223,10.08,132.46
2023-05-03 13:00:00,307,26.74,27.09,6.53,7.566,0.5605,10.12,1206,10.05,131.75
2023-05-03 13:30:00,308,27.08,46.95,8.09,7.739,0.0775,18.9,1367,10.09,130.4
2023-05-03 14:00:00,309,26.79,21.16,5.18,7.781,0.5314,22.42,1189,10.27,134.21
2023-05-03 14:30:00,310,25.66,42.09,5.67,7.086,1.3946,20.84,1141,10.38,133.56
2023-05-03 15:00:00,311,30.36,38.53,6.09,7.716,0.575,31.77,1413,10.07,134.61
2023-05-03 15:30:00,312,26.61,38.4,7.56,7.946,1.2487,40.68,1292,10.11,136.11
2023-05-03 16:00:00,313,29.18,43.15,7.24,6.87,1.2651,17.24,991,10.22,131.0
2023-05-03 16:30:00,314,29.34,37.42,6.46,8.076,0.5661,27.08,1298,10.27,133.43
2023-05-03 17:00:00,315,30.19,53.96,7.66,6.841,0.9517,36.58,1032,10.36,141.59
2023-05-03 17:30:00,316,25.72,43.78,7.13,7.298,0.1521,21.65,1026,10.21,136.49
2023-05-03 18:00:00,317,29.95,37.35,8.14,6.822,0.1645,11.72,1170,10.21,132.97
2023-05-03 18:30:00,318,28.26,51.49,7.86,6.908,0.0825,24.0,938,10.35,135.6
2023-05-03 19:00:00,319,28.82,40.31,5.88,8.076,0.8757,7.21,948,10.33,143.97
2023-05-03 19:30:00,320,28.91,24.56,5.95,7.297,0.6448,42.7,914,10.47,138.09
2023-05-03 20:00:00,321,29.83,20.35,5.44,7.395,0.8266,7.99,1249,10.45,142.32
2023-05-03 20:30:00,322,27.44,17.62,6.18,7.101,0.7864,22.54,862,10.48,140.74
2023-05-03 21:00:00,323,29.49,54.97,8.5,7.636,0.5318,26.2,903,10.43,140.03
2023-05-03 21:30:00,324,28.51,45.51,6.42,7.633,1.0194,44.41,1467,10.7,143.05
2023-05-03 22:00:00,325,29.88,56.87,5.77,7.321,1.1402,11.64,1072,10.4,137.23
2023-05-03 22:30:00,326,30.92,40.16,7.67,7.266,0.0318,9.58,805,10.56,139.62
2023-05-03 23:00:00,327,27.02,33.67,6.9,8.039,0.3188,5.35,946,10.39,142.02
2023-05-03 23:30:00,328,31.04,12.99,5.52,7.337,1.0727,11.22,983,10.43,140.81
2023-05-04 00:00:00,329,26.56,43.58,6.33,7.491,0.5861,13.29,827,10.5,142.84
2023-05-04 00:30:00,330,26.18,39.11,6.45,7.197,0.9971,30.22,1349,10.74,146.21
2023-05-04 01:00:00,331,26.43,59.51,7.64,7.901,0.527,13.79,918,10.63,145.26
2023-05-04 01:30:00,332,27.96,21.96,5.07,7.356,0.5922,5.82,1092,10.56,148.16
2023-05-04 02:00:00,333,29.46,36.54,5.94,7.519,0.2464,38.06,1170,10.68,146.39
2023-05-04 02:30:00,334,26.68,42.55,6.81,7.155,0.3948,19.62,1043,10.66,148.48
2023-05-04 03:00:00,335,26.4,42.23,5.94,8.183,0.9121,19.15,1379,10.63,146.87
2023-05-04 03:30:00,336,31.09,38.06,7.2,7.208,0.6554,17.1,1017,10.56,146.32
2023-05-04 04:00:00,337,30.54,48.85,6.69,7.879,1.1637,44.01,976,10.86,150.96
2023-05-04 04:30:00,338,30.5,20.25,6.27,7.398,1.2804,11.8,1098,10.76,147.08
2023-05-04 05:00:00,339,30.89,46.28,8.32,7.089,0.8171,40.93,1475,10.98,149.69
2023-05-04 05:30:00,340,29.99,40.99,7.21,7.92,1.1398,36.07,857,10.87,151.04
2023-05-04 06:00:00,341,27.02,54.8,5.45,7.267,0.4673,8.06,1068,10.86,151.68
2023-05-04 06:30:00,342,28.5,52.36,6.96,8.011,0.6283,44.47,1107,10.78,148.17
2023-05-04 07:00:00,343,30.11,25.76,7.73,8.081,1.072,15.85,1369,10.73,153.1
2023-05-04 07:30:00,344,27.9,23.81,7.48,8.004,0.5855,8.94,1087,10.84,149.54
2023-05-04 08:00:00,345,29.92,59.08,5.6,6.849,0.8869,38.17,904,10.77,153.62
2023-05-04 08:30:00,346,26.59,36.36,8.4,7.902,0.2862,33.27,1027,10.97,153.57
2023-05-04 09:00:00,347,27.98,55.32,6.57,7.376,0.9037,29.69,1046,11.08,154.64
2023-05-04 09:30:00,348,29.17,18.19,5.56,8.023,1.2937,11.24,1499,10.91,151.09
2023-05-04 10:00:00,349,29.55,42.14,5.63,7.693,1.3043,24.14,1293,11.05,155.18
2023-05-04 10:30:00,350,29.25,50.49,5.34,7.967,1.0893,36.22,882,10.91,156.67
2023-05-04 11:00:00,351,29.81,57.37,7.81,7.499,1.1212,17.14,985,10.97,155.39
2023-05-04 11:30:00,352,26.32,26.87,5.43,7.549,0.8413,17.47,1051,10.94,153.86
2023-05-04 12:00:00,353,26.75,46.25,5.44,7.002,0.8812,5.13,1154,10.83,157.84
2023-05-04 12:30:00,354,30.54,36.94,7.98,7.898,0.2091,11.97,1495,11.06,156.73
2023-05-04 13:00:00,355,29.56,13.03,6.21,7.387,0.6714,40.02,1009,11.09,153.65
2023-05-04 13:30:00,356,26.67,44.5,5.11,7.5,0.6817,22.67,1408,11.21,155.71
2023-05-04 14:00:00,357,30.26,44.5,5.18,7.899,1.4382,44.37,1246,11.2,156.95
2023-05-04 14:30:00,358,27.22,56.53,5.5,7.638,0.6523,20.83,1259,11.22,161.51
2023-05-04 15:00:00,359,28.35,34.87,5.75,7.082,0.8285,33.61,1271,11.06,161.66
2023-05-04 15:30:00,360,26.63,21.51,7.33,7.626,0.8045,16.28,1169,11.23,162.15
2023-05-04 16:00:00,361,29.41,12.23,5.55,7.371,0.9588,19.55,1291,11.36,160.46
2023-05-04 16:30:00,362,29.14,30.78,5.42,7.457,1.1249,12.63,936,11.26,162.33
2023-05-04 17:00:00,363,26.82,25.1,7.68,6.84,0.3453,18.88,1166,11.42,158.72
2023-05-04 17:30:00,364,30.04,48.05,7.35,7.094,0.7978,26.89,983,11.46,161.51
2023-05-04 18:00:00,365,27.69,27.71,6.52,7.193,1.2406,44.67,1387,11.25,162.9
2023-05-04 18:30:00,366,27.11,57.45,6.92,7.798,0.7,31.57,1086,11.23,160.35
2023-05-04 19:00:00,367,26.37,58.12,6.09,6.816,0.4249,12.97,1271,11.24,163.42
2023-05-04 19:30:00,368,26.91,41.05,6.69,7.372,0.9855,6.8,1174,11.19,166.87
2023-05-04 20:00:00,369,25.67,56.43,6.77,8.094,1.2374,10.05,1453,11.31,165.12
2023-05-04 20:30:00,370,28.45,48.04,6.36,6.957,0.1041,27.5,1336,11.5,166.34
2023-05-04 21:00:00,371,29.73,37.34,8.17,7.523,1.1674,35.61,1310,11.18,160.1
2023-05-04 21:30:00,372,28.25,19.02,5.06,7.901,1.2343,42.62,1378,11.32,168.62
2023-05-04 22:00:00,373,26.6,32.93,7.74,8.12,0.6977,5.63,1049,11.43,165.63
2023-05-04 22:30:00,374,25.67,38.04,5.44,7.845,1.4751,25.91,1309,11.37,164.96
2023-05-04 23:00:00,375,26.58,53.2,7.79,7.809,1.1822,23.83,1429,11.43,166.65
2023-05-04 23:30:00,376,27.59,34.07,7.16,7.957,1.1628,31.24,872,11.45,164.53
2023-05-05 00:00:00,377,29.32,54.88,7.95,7.425,1.1243,27.38,1081,11.49,170.1
2023-05-05 00:30:00,378,26.48,43.72,5.34,7.928,0.2344,32.48,1159,11.47,167.83
2023-05-05 01:00:00,379,29.17,16.85,6.96,6.811,0.3337,31.32,809,11.48,167.52
2023-05-05 01:30:00,380,29.93,59.75,6.75,8.094,0.7013,9.68,1010,11.67,169.16
2023-05-05 02:00:00,381,27.89,36.36,7.47,7.421,0.4034,36.99,951,11.7,172.24
2023-05-05 02:30:00,382,29.77,29.59,6.87,7.575,0.6287,9.93,804,11.48,170.76
2023-05-05 03:00:00,383,28.47,42.96,6.89,7.157,1.3338,32.94,994,11.36,168.18
2023-05-05 03:30:00,384,28.92,15.44,6.5,7.84,1.2382,21.65,1082,11.77,172.43
2023-05-05 04:00:00,385,28.41,41.83,6.08,6.907,0.9488,25.55,1263,11.56,170.14
2023-05-05 04:30:00,386,28.14,34.91,6.69,8.022,1.2886,41.13,912,11.72,168.19
2023-05-05 05:00:00,387,27.05,30.33,5.41,7.959,1.1778,40.6,1070,11.56,175.99
2023-05-05 05:30:00,388,27.44,57.65,8.37,7.102,0.6492,37.71,962,11.87,174.41
2023-05-05 06:00:00,389,27.43,36.13,7.5,7.933,0.3096,25.41,1259,12.01,173.84
2023-05-05 06:30:00,390,28.84,20.96,8.33,7.901,0.7762,34.45,904,11.8,173.81
2023-05-05 07:00:00,391,26.67,32.95,5.79,7.685,1.107,25.52,1492,11.79,177.79
2023-05-05 07:30:00,392,30.71,55.97,8.08,7.323,0.6603,39.78,1355,11.79,181.67
2023-05-05 08:00:00,393,29.77,18.8,7.83,7.18,1.0035,21.11,1081,11.92,176.9
2023-05-05 08:30:00,394,28.22,20.7,7.37,7.124,0.1505,43.81,1486,11.92,174.44
2023-05-05 09:00:00,395,27.05,10.65,7.19,7.246,1.1245,42.29,961,11.98,176.69
2023-05-05 09:30:00,396,30.71,10.71,6.11,8.065,1.2209,34.66,1150,11.84,178.36
2023-05-05 10:00:00,397,30.46,51.47,7.86,6.909,1.0632,16.18,1233,11.95,173.3
2023-05-05 10:30:00,398,29.98,46.61,6.76,7.96,1.4512,10.27,939,11.89,179.17
2023-05-05 11:00:00,399,27.76,27.75,5.25,7.288,1.2417,39.19,1270,11.85,179.87
2023-05-05 11:30:00,400,28.45,44.92,6.1,7.53,1.3556,11.61,931,11.98,182.15
