created_at,entry_id,TEMPERATURE,TURBIDITY,DISSOLVED OXYGEN,pH,AMMONIA,NITRATE,Population,Length,Weight,source_file
2023-01-01 22:00:00+00:00,40,28.61,38.49,6.24,7.945,0.206,21.95,1292,5.8,31.2,feed1.csv
2023-01-01 22:30:00+00:00,41,27.58,48.12,7.52,7.965,1.0766,31.7,1012,5.87,28.41,feed1.csv
2023-01-01 23:00:00+00:00,42,27.78,53.84,6.04,7.51,1.3645,8.82,1492,5.84,30.27,feed1.csv
2023-01-01 23:30:00+00:00,43,30.09,27.1,6.98,6.809,0.2777,29.95,1137,5.83,32.01,feed1.csv
2023-01-02 00:00:00+00:00,44,27.28,51.06,6.67,7.202,0.3639,23.07,972,5.83,33.23,feed1.csv
2023-01-02 00:30:00+00:00,45,28.09,15.53,7.32,7.664,1.4574,28.46,1471,5.73,29.6,feed1.csv
2023-01-02 01:00:00+00:00,46,29.43,52.32,8.28,8.174,0.2797,11.72,963,5.83,31.83,feed1.csv
2023-01-02 01:30:00+00:00,47,27.49,16.37,7.56,7.685,1.283,34.47,1264,5.87,32.05,feed1.csv
2023-01-02 02:00:00+00:00,48,28.61,29.86,5.75,7.164,0.7435,39.51,1296,6.05,32.19,feed1.csv
2023-01-02 02:30:00+00:00,49,29.81,49.86,5.11,7.688,0.3784,13.67,1499,5.99,37.53,feed1.csv
2023-01-02 03:00:00+00:00,50,30.26,17.5,5.92,7.556,1.3074,8.83,1194,5.8,35.31,feed1.csv
2023-01-02 03:30:00+00:00,51,26.26,21.46,7.08,7.892,0.6735,5.95,1107,6.03,32.48,feed1.csv
2023-01-02 04:00:00+00:00,52,30.17,46.11,5.18,6.95,0.7771,30.68,982,5.98,37.34,feed1.csv
2023-01-02 04:30:00+00:00,53,28.02,46.0,6.74,7.865,0.5453,29.28,1428,5.97,40.24,feed1.csv
2023-01-02 05:00:00+00:00,54,26.88,42.06,7.09,7.558,0.8935,26.87,1309,6.12,38.56,feed1.csv
2023-01-02 05:30:00+00:00,55,27.91,44.7,6.17,8.148,0.2537,14.28,1345,6.18,33.96,feed1.csv
2023-01-02 06:00:00+00:00,56,30.55,37.14,7.7,7.279,0.5927,20.64,1363,6.19,36.53,feed1.csv
2023-01-02 06:30:00+00:00,57,28.15,22.59,5.37,7.686,1.4544,28.78,1423,6.04,40.53,feed1.csv
2023-01-02 07:00:00+00:00,58,27.37,27.28,5.26,8.105,0.3946,24.87,1393,6.11,37.08,feed1.csv
2023-01-02 07:30:00+00:00,59,28.93,19.08,7.55,6.944,0.9885,44.51,1026,6.19,39.89,feed1.csv
2023-01-02 08:00:00+00:00,60,27.01,55.42,6.73,8.112,0.4945,10.46,1235,6.28,41.05,feed1.csv
2023-01-02 08:30:00+00:00,61,26.24,39.17,7.41,7.763,1.1625,32.81,1221,6.15,38.15,feed1.csv
2023-01-02 09:00:00+00:00,62,26.55,30.04,6.52,6.895,0.205,21.17,1353,6.2,40.38,feed1.csv
2023-01-02 09:30:00+00:00,63,26.6,33.1,5.86,7.221,1.455,22.13,820,6.13,34.52,feed1.csv
2023-01-02 10:00:00+00:00,64,26.77,57.36,7.87,7.791,0.6861,33.7,1353,6.14,39.45,feed1.csv
2023-01-02 10:30:00+00:00,65,26.75,17.67,7.8,6.894,0.3617,32.7,1196,6.36,41.49,feed1.csv
2023-01-02 11:00:00+00:00,66,29.31,39.31,7.43,7.615,0.1195,44.65,1424,6.44,40.0,feed1.csv
2023-01-02 11:30:00+00:00,67,27.07,35.29,5.95,7.284,0.2629,10.14,904,6.31,46.26,feed1.csv
2023-01-02 12:00:00+00:00,68,27.93,40.57,7.07,7.669,0.7845,9.16,991,6.44,40.64,feed1.csv
2023-01-02 12:30:00+00:00,69,30.73,10.91,6.26,6.864,0.5121,33.97,816,6.4,43.12,feed1.csv
2023-01-02 13:00:00+00:00,70,28.66,53.61,5.32,8.02,1.245,28.14,919,6.32,44.76,feed1.csv
2023-01-02 13:30:00+00:00,71,29.67,56.61,8.21,8.163,0.652,15.97,1192,6.44,47.88,feed1.csv
2023-01-02 14:00:00+00:00,72,27.23,38.26,5.48,8.156,0.3806,8.18,1224,6.57,42.63,feed1.csv
2023-01-02 14:30:00+00:00,73,27.36,44.83,8.33,7.85,0.9295,8.43,928,6.44,48.33,feed1.csv
2023-01-02 15:00:00+00:00,74,26.63,56.12,6.56,6.982,1.0631,40.77,929,6.62,46.52,feed1.csv
2023-01-02 15:30:00+00:00,75,27.29,45.36,5.65,7.862,0.2589,12.67,1371,6.22,45.04,feed1.csv
2023-01-02 16:00:00+00:00,76,27.86,17.63,6.9,6.834,0.2598,17.93,1359,6.58,48.42,feed1.csv
2023-01-02 16:30:00+00:00,77,27.37,38.81,8.06,6.831,0.0646,14.07,828,6.53,48.4,feed1.csv
2023-01-02 17:00:00+00:00,78,26.94,40.34,7.56,7.253,1.1072,19.2,896,6.51,47.3,feed1.csv
2023-01-02 17:30:00+00:00,79,27.1,31.21,7.82,7.484,0.9991,7.78,809,6.57,49.14,feed1.csv
2023-01-02 18:00:00+00:00,80,28.8,46.82,7.31,7.879,0.7172,25.76,1041,6.38,48.73,feed1.csv
2023-01-02 18:30:00+00:00,81,27.53,56.72,7.42,7.757,1.2678,7.7,1031,6.58,50.23,feed1.csv
2023-01-02 19:00:00+00:00,82,28.31,56.28,7.97,7.424,1.2104,37.01,1083,6.66,51.82,feed1.csv
2023-01-02 19:30:00+00:00,83,28.99,32.54,5.87,7.183,0.8822,14.35,999,6.79,54.17,feed1.csv
2023-01-02 20:00:00+00:00,84,29.9,15.66,6.71,8.196,1.3037,26.6,878,6.61,49.02,feed1.csv
2023-01-02 20:30:00+00:00,85,26.62,59.24,5.77,7.397,0.3167,40.2,972,6.6,56.27,feed1.csv
2023-01-02 21:00:00+00:00,86,30.4,51.94,8.46,7.432,0.1768,31.04,1266,6.65,48.6,feed1.csv
2023-01-02 21:30:00+00:00,87,29.51,16.23,8.3,7.029,0.4119,26.32,1380,6.81,52.7,feed1.csv
2023-01-02 22:00:00+00:00,88,26.74,56.04,5.14,7.913,0.0951,17.97,1215,6.77,54.68,feed1.csv
2023-01-02 22:30:00+00:00,89,30.66,53.49,7.47,7.771,0.8014,18.32,1248,6.71,54.56,feed1.csv
2023-01-02 23:00:00+00:00,90,30.85,35.94,8.24,7.109,1.4055,31.78,886,6.83,53.25,feed1.csv
2023-01-02 23:30:00+00:00,91,26.51,39.56,5.63,6.915,0.0686,44.77,900,6.81,54.58,feed1.csv
2023-01-03 00:00:00+00:00,92,27.54,29.95,6.99,7.753,0.1919,31.47,807,6.92,54.51,feed1.csv
2023-01-03 00:30:00+00:00,93,30.14,12.74,8.2,7.716,0.6838,27.31,999,6.77,54.82,feed1.csv
2023-01-03 01:00:00+00:00,94,29.8,26.76,5.12,7.183,1.4015,34.23,1304,6.83,58.2,feed1.csv
2023-01-03 01:30:00+00:00,95,26.93,50.14,7.44,8.131,0.4811,23.61,886,6.84,57.71,feed1.csv
2023-01-03 02:00:00+00:00,96,27.01,10.23,6.04,7.011,0.7658,7.41,842,6.75,56.11,feed1.csv
2023-01-03 02:30:00+00:00,97,27.77,26.67,8.24,7.405,0.0719,27.49,1184,6.95,59.8,feed1.csv
2023-01-03 03:00:00+00:00,98,28.29,29.91,8.4,8.121,0.231,43.31,1420,6.97,59.11,feed1.csv
2023-01-03 03:30:00+00:00,99,28.91,36.87,8.3,7.388,1.4801,12.01,1234,6.96,60.63,feed1.csv
2023-01-03 04:00:00+00:00,100,27.62,55.99,6.66,7.694,1.448,32.6,1207,6.96,60.76,feed1.csv
2023-01-03 04:30:00+00:00,101,28.04,27.32,8.02,7.357,0.0174,13.04,1282,6.86,58.34,feed1.csv
2023-01-03 05:00:00+00:00,102,29.42,27.35,7.96,7.184,1.4282,26.43,1463,6.98,59.38,feed1.csv
2023-01-03 05:30:00+00:00,103,25.83,46.88,6.12,8.178,0.9623,8.87,816,7.01,62.49,feed1.csv
2023-01-03 06:00:00+00:00,104,26.88,32.61,7.9,7.373,1.3032,23.01,1444,6.98,62.72,feed1.csv
2023-01-03 06:30:00+00:00,105,29.15,21.23,5.13,8.052,0.6876,35.25,947,7.06,61.96,feed1.csv
2023-01-03 07:00:00+00:00,106,30.04,32.62,7.09,7.122,0.7782,18.9,1076,7.14,62.73,feed1.csv
2023-01-03 07:30:00+00:00,107,28.1,17.04,5.81,7.098,0.7384,31.6,1031,7.31,65.56,feed1.csv
2023-01-03 08:00:00+00:00,108,28.18,18.82,5.42,6.844,1.0036,36.82,1165,7.16,62.32,feed1.csv
2023-01-03 08:30:00+00:00,109,26.05,34.92,5.27,7.712,0.2181,42.09,1027,7.19,65.09,feed1.csv
2023-01-03 09:00:00+00:00,110,27.74,30.95,7.44,7.316,0.0547,14.39,1450,7.17,64.1,feed1.csv
2023-01-03 09:30:00+00:00,111,28.16,55.74,6.19,8.01,0.4688,20.97,1235,7.01,64.56,feed1.csv
2023-01-03 10:00:00+00:00,112,26.72,28.12,7.54,7.462,1.06,11.1,1198,7.22,67.7,feed1.csv
2023-01-03 10:30:00+00:00,113,26.86,39.03,5.23,8.155,0.3108,44.7,1010,7.25,67.65,feed1.csv
2023-01-03 11:00:00+00:00,114,27.41,41.61,6.1,7.06,1.0134,42.08,1190,7.51,68.13,feed1.csv
2023-01-03 11:30:00+00:00,115,25.64,10.65,6.89,8.016,1.4552,26.6,1298,7.26,69.61,feed1.csv
2023-01-03 12:00:00+00:00,116,27.17,43.18,7.77,7.887,0.1499,38.68,1339,7.33,67.54,feed1.csv
2023-01-03 12:30:00+00:00,117,26.65,18.9,6.12,7.879,1.0122,25.84,1362,7.32,69.36,feed1.csv
2023-01-03 13:00:00+00:00,118,27.26,58.05,7.19,7.983,0.6712,29.94,1290,7.22,67.88,feed1.csv
2023-01-03 13:30:00+00:00,119,26.25,17.43,8.1,7.865,1.3035,8.56,1241,7.47,69.65,feed1.csv
2023-01-03 14:00:00+00:00,120,30.14,30.73,7.16,7.677,0.274,35.21,1060,7.46,69.24,feed1.csv
2023-01-03 14:30:00+00:00,121,28.7,14.27,5.82,6.984,1.042,10.11,1149,7.48,70.19,feed1.csv
2023-01-03 15:00:00+00:00,122,29.17,59.84,5.09,6.846,1.2588,38.04,1151,7.33,71.69,feed1.csv
2023-01-03 15:30:00+00:00,123,29.77,35.11,8.05,8.089,1.4175,36.28,1319,7.58,69.36,feed1.csv
2023-01-03 16:00:00+00:00,124,28.36,39.77,5.07,7.663,1.028,33.35,1119,7.32,75.68,feed1.csv
2023-01-03 16:30:00+00:00,125,26.35,13.35,8.06,7.915,0.7508,6.45,937,7.54,69.99,feed1.csv
2023-01-03 17:00:00+00:00,126,28.65,47.5,6.85,7.474,0.9306,17.13,1349,7.72,70.07,feed1.csv
2023-01-03 17:30:00+00:00,127,28.95,20.5,8.29,6.964,1.3047,15.52,1422,7.42,75.32,feed1.csv
2023-01-03 18:00:00+00:00,128,29.79,54.9,7.8,6.975,0.8602,19.41,1167,7.48,75.08,feed1.csv
2023-01-03 18:30:00+00:00,129,28.27,20.26,8.49,7.76,0.0553,8.51,1019,7.57,75.25,feed1.csv
2023-01-03 19:00:00+00:00,130,26.8,19.53,6.23,7.402,1.3971,42.48,1136,7.53,75.76,feed1.csv
2023-01-03 19:30:00+00:00,131,27.63,11.83,7.69,7.081,1.0374,27.15,1022,7.44,74.98,feed1.csv
2023-01-03 20:00:00+00:00,132,28.07,33.6,6.41,7.488,1.018,17.22,1447,7.63,73.71,feed1.csv
2023-01-03 20:30:00+00:00,133,29.53,38.24,6.68,6.89,0.3314,20.88,1159,7.53,76.15,feed1.csv
2023-01-03 21:00:00+00:00,134,29.19,13.29,7.2,7.615,0.9917,22.89,1128,7.71,75.15,feed1.csv
2023-01-03 21:30:00+00:00,135,28.15,48.78,8.06,7.177,0.5969,29.02,1262,7.59,78.95,feed1.csv
2023-01-03 22:00:00+00:00,136,31.33,32.66,8.44,7.917,0.9803,25.63,1360,7.85,77.21,feed1.csv
2023-01-03 22:30:00+00:00,137,29.46,36.22,7.69,7.235,0.1688,41.78,1181,7.64,76.35,feed1.csv
2023-01-03 23:00:00+00:00,138,27.64,32.04,6.46,7.437,0.9902,24.88,1389,7.71,77.86,feed1.csv
2023-01-03 23:30:00+00:00,139,26.98,30.04,6.47,6.816,1.4991,44.69,1416,7.84,79.83,feed1.csv
2023-01-04 00:00:00+00:00,140,27.25,37.98,7.58,6.901,0.0818,39.06,968,7.66,78.37,feed1.csv
2023-01-04 00:30:00+00:00,141,27.73,17.76,5.84,7.349,1.466,13.34,1016,7.82,78.36,feed1.csv
2023-01-04 01:00:00+00:00,142,27.3,19.1,5.39,7.472,0.6163,42.22,1177,7.95,80.99,feed1.csv
2023-01-04 01:30:00+00:00,143,27.43,53.09,6.24,7.64,1.3074,9.65,918,7.68,81.49,feed1.csv
2023-01-04 02:00:00+00:00,144,27.92,57.31,6.01,7.208,1.1758,37.7,989,7.88,80.49,feed1.csv
2023-01-04 02:30:00+00:00,145,27.35,28.67,6.04,7.773,0.8549,20.22,1169,7.91,81.06,feed1.csv
2023-01-04 03:00:00+00:00,146,30.95,23.54,5.82,8.004,1.1103,40.12,948,7.98,82.96,feed1.csv
2023-01-04 03:30:00+00:00,147,26.85,42.2,5.15,7.892,1.319,39.72,1475,7.8,80.1,feed1.csv
2023-01-04 04:00:00+00:00,148,29.05,30.44,5.06,6.855,0.6122,37.24,1451,7.81,80.69,feed1.csv
2023-01-04 04:30:00+00:00,149,28.45,11.27,8.46,7.473,0.4973,36.6,1287,8.01,82.56,feed1.csv
2023-01-04 05:00:00+00:00,150,31.27,17.81,6.5,6.947,1.0047,17.19,1173,8.01,84.07,feed1.csv
2023-01-04 05:30:00+00:00,151,26.89,45.8,6.35,7.139,1.2137,8.24,1492,8.03,85.62,feed1.csv
2023-01-04 06:00:00+00:00,152,28.27,42.95,7.38,8.181,1.1458,21.12,959,8.05,88.45,feed1.csv
2023-01-04 06:30:00+00:00,153,31.09,11.35,5.76,6.999,1.1987,11.94,1150,7.97,87.72,feed1.csv
2023-01-04 07:00:00+00:00,154,30.53,21.1,8.32,7.498,0.659,32.8,1087,8.08,86.18,feed1.csv
2023-01-04 07:30:00+00:00,155,30.24,21.55,7.75,7.665,1.2286,18.84,1087,8.11,86.96,feed1.csv
2023-01-04 08:00:00+00:00,156,27.39,43.59,5.31,7.783,0.1891,44.02,1025,8.03,85.49,feed1.csv
2023-01-04 08:30:00+00:00,157,26.91,10.99,6.46,7.584,0.8213,30.64,1322,8.31,87.96,feed1.csv
2023-01-04 09:00:00+00:00,158,29.35,15.21,8.08,6.814,0.0186,37.9,1321,8.19,87.92,feed1.csv
2023-01-04 09:30:00+00:00,159,30.6,50.0,8.31,7.257,0.4936,10.3,1072,8.04,89.65,feed1.csv
2023-01-04 10:00:00+00:00,160,28.69,18.93,6.64,7.525,0.556,39.48,1201,8.25,87.85,feed1.csv
2023-01-04 10:30:00+00:00,161,28.71,42.64,7.15,6.923,0.6003,41.91,982,8.1,91.04,feed1.csv
2023-01-04 11:00:00+00:00,162,27.21,21.91,5.58,7.291,1.0462,24.48,1464,8.3,93.57,feed1.csv
2023-01-04 11:30:00+00:00,163,29.61,14.97,8.47,6.846,0.589,29.25,1287,8.36,90.78,feed1.csv
2023-01-04 12:00:00+00:00,164,26.66,22.16,5.81,6.91,0.6786,35.59,923,8.18,92.3,feed1.csv
2023-01-04 12:30:00+00:00,165,27.3,46.11,8.3,7.356,0.3639,11.99,1425,8.38,93.38,feed1.csv
2023-01-04 13:00:00+00:00,166,27.77,52.78,7.27,6.986,0.5661,25.1,1213,8.34,91.7,feed1.csv
2023-01-04 13:30:00+00:00,167,28.15,51.51,7.13,7.595,0.3486,20.95,971,8.4,93.45,feed1.csv
2023-01-04 14:00:00+00:00,168,26.79,29.86,6.79,7.765,0.1191,10.85,1087,8.53,93.53,feed1.csv
2023-01-04 14:30:00+00:00,169,26.13,43.4,5.81,7.921,0.9091,19.7,1234,8.34,94.2,feed1.csv
2023-01-04 15:00:00+00:00,170,28.59,20.25,5.62,7.08,1.0056,7.73,1485,8.3,92.95,feed1.csv
2023-01-04 15:30:00+00:00,171,26.96,24.66,5.77,7.034,0.933,6.03,912,8.31,95.05,feed1.csv
2023-01-04 16:00:00+00:00,172,28.41,54.82,5.65,6.946,0.7006,10.41,921,8.34,96.5,feed1.csv
2023-01-04 16:30:00+00:00,173,26.27,10.65,7.73,7.691,0.5759,43.52,1343,8.43,98.9,feed1.csv
2023-01-04 17:00:00+00:00,174,27.91,14.28,6.23,7.789,1.2964,26.98,1021,8.49,98.42,feed1.csv
2023-01-04 17:30:00+00:00,175,28.17,20.39,5.2,6.844,0.7834,43.63,1430,8.51,101.31,feed1.csv
2023-01-04 18:00:00+00:00,176,25.77,11.33,8.39,8.111,0.724,22.3,838,8.58,95.97,feed1.csv
2023-01-04 18:30:00+00:00,177,27.21,19.07,8.09,6.873,0.0482,17.47,1296,8.52,99.74,feed1.csv
2023-01-04 19:00:00+00:00,178,26.22,39.15,8.25,7.558,0.5185,25.25,1032,8.69,98.87,feed1.csv
2023-01-04 19:30:00+00:00,179,25.88,31.07,8.48,7.793,0.5765,22.58,1329,8.53,103.38,feed1.csv
2023-01-04 20:00:00+00:00,180,30.54,54.63,5.61,8.019,0.6042,9.23,948,8.85,97.88,feed1.csv
2023-01-04 20:30:00+00:00,181,27.24,50.87,6.39,7.8,0.8745,30.63,1196,8.66,98.32,feed1.csv
2023-01-04 21:00:00+00:00,182,29.71,27.09,7.65,7.922,0.8051,13.64,1460,8.53,99.3,feed1.csv
2023-01-04 21:30:00+00:00,183,26.97,22.97,7.44,7.275,0.9158,29.78,1437,8.53,96.75,feed1.csv
2023-01-04 22:00:00+00:00,184,29.15,28.98,5.54,7.941,1.1497,31.01,1101,8.71,100.45,feed1.csv
2023-01-04 22:30:00+00:00,185,29.58,39.51,7.86,6.912,1.2213,11.08,1159,8.66,100.48,feed1.csv
2023-01-04 23:00:00+00:00,186,28.81,23.4,5.79,8.053,1.08,7.45,1037,8.77,102.8,feed1.csv
2023-01-04 23:30:00+00:00,187,28.23,41.21,5.78,7.567,1.4337,36.23,1446,8.77,103.68,feed1.csv
2023-01-05 00:00:00+00:00,188,27.98,30.47,6.88,7.944,0.0372,23.39,1462,8.73,107.25,feed1.csv
2023-01-05 00:30:00+00:00,189,27.72,37.6,7.08,7.433,0.3017,7.33,1035,8.68,105.9,feed1.csv
2023-01-05 01:00:00+00:00,190,30.67,31.81,7.03,7.701,0.0213,44.79,1002,8.63,103.35,feed1.csv
2023-01-05 01:30:00+00:00,191,30.23,24.72,5.32,7.537,0.9747,7.31,1055,8.76,103.2,feed1.csv
2023-01-05 02:00:00+00:00,192,30.95,57.42,8.07,7.824,1.3481,32.8,1397,8.91,106.48,feed1.csv
2023-01-05 02:30:00+00:00,193,26.79,48.18,5.93,6.914,0.3728,44.35,1461,8.86,103.36,feed1.csv
2023-01-05 03:00:00+00:00,194,29.87,17.01,5.45,6.884,1.3913,14.57,1034,8.74,110.16,feed1.csv
2023-01-05 03:30:00+00:00,195,30.95,53.42,8.11,7.146,0.0998,10.69,1144,8.9,109.36,feed1.csv
2023-01-05 04:00:00+00:00,196,27.21,34.37,8.34,7.023,1.4023,9.86,1333,8.94,106.56,feed1.csv
2023-01-05 04:30:00+00:00,197,26.67,54.73,8.02,8.02,0.5339,17.13,1265,8.83,104.57,feed1.csv
2023-01-05 05:00:00+00:00,198,30.08,49.99,7.83,7.107,0.1611,9.04,1340,8.96,111.21,feed1.csv
2023-01-05 05:30:00+00:00,199,29.28,31.26,7.29,8.166,0.7339,32.69,1012,8.97,108.77,feed1.csv
2023-01-05 06:00:00+00:00,200,30.64,11.12,6.93,7.272,0.3926,7.49,1262,8.87,111.98,feed1.csv
2023-05-01 08:00:00+00:00,201,26.51,15.14,6.38,8.109,1.1938,42.34,1250,7.88,78.15,feed2.csv
2023-05-01 08:30:00+00:00,202,30.29,19.45,8.34,7.991,1.3277,37.05,1211,8.02,82.85,feed2.csv
2023-05-01 09:00:00+00:00,203,28.75,49.15,8.38,8.175,0.5237,31.97,1442,7.94,79.28,feed2.csv
2023-05-01 09:30:00+00:00,204,30.36,45.75,6.37,7.679,0.6981,5.23,1036,7.88,82.23,feed2.csv
2023-05-01 10:00:00+00:00,205,29.1,39.67,7.99,7.147,0.6276,23.63,1205,8.16,80.79,feed2.csv
2023-05-01 10:30:00+00:00,206,29.04,54.79,7.71,7.028,0.0297,27.85,1407,8.19,83.05,feed2.csv
2023-05-01 11:00:00+00:00,207,26.81,39.16,6.08,7.062,0.451,17.16,1221,8.03,81.95,feed2.csv
2023-05-01 11:30:00+00:00,208,27.16,33.35,5.81,6.828,0.6942,17.72,1046,8.16,80.99,feed2.csv
2023-05-01 12:00:00+00:00,209,31.22,27.02,6.6,7.347,0.6225,43.45,871,8.26,84.97,feed2.csv
2023-05-01 12:30:00+00:00,210,27.53,57.02,7.73,7.068,1.0857,40.67,984,8.2,84.03,feed2.csv
2023-05-01 13:00:00+00:00,211,31.31,14.14,8.36,7.376,0.5834,38.97,805,8.08,85.57,feed2.csv
2023-05-01 13:30:00+00:00,212,29.11,56.54,7.67,8.109,0.7392,21.24,1005,8.2,84.64,feed2.csv
2023-05-01 14:00:00+00:00,213,27.14,51.34,7.99,7.403,0.6501,5.55,1343,8.37,83.34,feed2.csv
2023-05-01 14:30:00+00:00,214,26.98,16.5,7.11,8.029,1.1135,8.21,1410,8.28,88.67,feed2.csv
2023-05-01 15:00:00+00:00,215,27.54,38.25,7.92,7.648,1.2958,17.49,1186,8.33,88.47,feed2.csv
2023-05-01 15:30:00+00:00,216,31.13,53.33,7.75,7.146,0.8025,5.63,1498,8.33,86.37,feed2.csv
2023-05-01 16:00:00+00:00,217,28.57,38.59,6.32,7.298,1.1863,5.69,875,8.23,88.14,feed2.csv
2023-05-01 16:30:00+00:00,218,28.47,55.36,6.93,6.917,0.4522,41.66,976,8.28,90.58,feed2.csv
2023-05-01 17:00:00+00:00,219,28.05,57.15,7.82,7.267,0.8166,33.25,1148,8.39,88.09,feed2.csv
2023-05-01 17:30:00+00:00,220,27.21,31.12,5.16,7.749,0.5244,17.36,1054,8.46,88.9,feed2.csv
2023-05-01 18:00:00+00:00,221,28.89,28.87,7.83,6.901,0.6272,10.31,1107,8.51,90.49,feed2.csv
2023-05-01 18:30:00+00:00,222,27.08,56.82,5.62,7.088,1.1013,25.47,1144,8.33,89.58,feed2.csv
2023-05-01 19:00:00+00:00,223,30.58,43.76,6.8,7.334,1.3237,5.21,926,8.48,92.71,feed2.csv
2023-05-01 19:30:00+00:00,224,28.22,15.8,7.83,8.175,0.191,42.54,1086,8.58,91.16,feed2.csv
