window_start,TEMPERATURE_mean,TEMPERATURE_min,TEMPERATURE_max,TEMPERATURE_std,TURBIDITY_mean,TURBIDITY_min,TURBIDITY_max,TURBIDITY_std,DISSOLVED OXYGEN_mean,DISSOLVED OXYGEN_min,DISSOLVED OXYGEN_max,DISSOLVED OXYGEN_std,pH_mean,pH_min,pH_max,pH_std,AMMONIA_mean,AMMONIA_min,AMMONIA_max,AMMONIA_std,NITRATE_mean,NITRATE_min,NITRATE_max,NITRATE_std,Population_mean,Population_min,Population_max,Population_std,Length_mean,Weight_mean,next_weight,weight_gain
2023-01-01 12:00:00+00:00,27.64,27.02,28.26,0.8768124086713204,42.085,29.19,54.98,18.236283886801058,5.26,5.04,5.48,0.31112698372208153,7.973,7.916,8.03,0.0806101730552657,0.5847,0.5254,0.644,0.08386286424872456,30.79,24.34,37.24,9.121677477306466,1108.0,891.0,1325.0,306.8843430349616,5.395,22.145,19.57,-2.5749999999999993
2023-01-01 13:00:00+00:00,29.4,29.01,29.79,0.5515432893255041,46.25,37.18,55.32,12.826917010723973,8.105,8.06,8.15,0.06363961030678918,7.8565000000000005,7.722,7.991,0.19021172413918044,1.0222,0.5628,1.4816,0.6496897105541999,16.875,6.74,27.01,14.33305445465132,1325.5,1254.0,1397.0,101.1162697096763,5.425000000000001,19.57,19.665,0.09499999999999886
2023-01-01 14:00:00+00:00,29.585,28.94,30.23,0.9121677477306457,28.525,15.84,41.21,17.93929903870271,7.095,7.09,7.1,0.007071067811865324,7.903,7.792,8.014,0.15697770542341322,0.6858500000000001,0.0698,1.3019,0.8712262650999453,36.695,30.33,43.06,9.001469324504752,1376.5,1309.0,1444.0,95.45941546018392,5.375,19.665,23.905,4.240000000000002
2023-01-01 15:00:00+00:00,29.79,29.02,30.56,1.0889444430272825,49.19,41.39,56.99,11.03086578651014,6.470000000000001,5.61,7.33,1.2162236636408619,7.8740000000000006,7.776,7.972,0.13859292911256407,0.7678499999999999,0.6635,0.8722,0.14757318523363241,33.415,29.06,37.77,6.1589000641348335,1083.5,982.0,1185.0,143.54267658086914,5.455,23.905,21.955,-1.9500000000000028
2023-01-01 16:00:00+00:00,29.785,29.02,30.55,1.0818733752154186,21.855,16.96,26.75,6.922575387816299,7.334999999999999,6.47,8.2,1.2232947314527267,7.709,7.666,7.752,0.06081118318204236,0.9128499999999999,0.7351,1.0906,0.25137646071181763,27.244999999999997,14.12,40.37,18.56155300614687,1288.5,1204.0,1373.0,119.50104602052653,5.54,21.955,24.7,2.745000000000001
2023-01-01 17:00:00+00:00,27.439999999999998,26.74,28.14,0.9899494936611668,45.35,41.0,49.7,6.1518289963229655,6.58,6.34,6.82,0.3394112549695431,7.438000000000001,7.022,7.854,0.5883128419472078,1.3317,1.3114,1.352,0.028708535316173886,21.46,13.48,29.44,11.285424227737298,1217.5,1045.0,1390.0,243.9518395093589,5.545,24.7,26.009999999999998,1.3099999999999987
2023-01-01 18:00:00+00:00,27.955,26.16,29.75,2.538513344459707,45.68,36.67,54.69,12.742064196981584,5.37,5.16,5.58,0.2969848480983499,8.027000000000001,8.021,8.033,0.008485281374238264,0.53045,0.4225,0.6384,0.1526643540581756,30.015,21.44,38.59,12.126881297349293,1454.5,1449.0,1460.0,7.7781745930520225,5.725,26.009999999999998,28.244999999999997,2.2349999999999994
2023-01-01 19:00:00+00:00,29.205,29.02,29.39,0.26162950903902454,33.504999999999995,17.58,49.43,22.52135098079154,6.4350000000000005,5.29,7.58,1.6192745289171941,7.3985,6.841,7.956,0.7884240610230007,1.131,0.8926,1.3694,0.3371485132697458,30.07,19.14,41.0,15.45735423673793,1246.0,1222.0,1270.0,33.94112549695428,5.654999999999999,28.244999999999997,26.36,-1.884999999999998
2023-01-01 20:00:00+00:00,26.675,26.46,26.89,0.30405591591021525,24.005000000000003,22.42,25.59,2.2415284963613558,6.485,5.86,7.11,0.8838834764831844,7.1245,6.98,7.269,0.20435385976291204,0.63105,0.3239,0.9382,0.43437569568289613,25.345,14.47,36.22,15.379572490807409,838.0,812.0,864.0,36.76955262170047,5.66,26.36,28.275,1.9149999999999991
2023-01-01 21:00:00+00:00,26.63,25.81,27.45,1.1596551211459383,29.44,11.68,47.2,25.11643286774617,6.1850000000000005,6.01,6.36,0.2474873734152923,7.433,7.025,7.841,0.5769991334482224,1.02665,0.951,1.1023,0.10698525599352467,26.945,15.99,37.9,15.492709575797255,1026.5,1012.0,1041.0,20.506096654409877,5.585,28.275,29.805,1.5300000000000011
2023-01-01 22:00:00+00:00,28.095,27.58,28.61,0.7283199846221448,43.305,38.49,48.12,6.809438302826449,6.88,6.24,7.52,0.9050966799187804,7.955,7.945,7.965,0.014142135623730649,0.6413,0.206,1.0766,0.6156071637010083,26.825,21.95,31.7,6.894291116568838,1152.0,1012.0,1292.0,197.9898987322333,5.835,29.805,31.14,1.3350000000000009
2023-01-01 23:00:00+00:00,28.935000000000002,27.78,30.09,1.6334166645409227,40.47,27.1,53.84,18.90803532892828,6.51,6.04,6.98,0.6646803743153553,7.1594999999999995,6.809,7.51,0.49568185361176925,0.8211,0.2777,1.3645,0.7684836497935399,19.384999999999998,8.82,29.95,14.94116628647175,1314.5,1137.0,1492.0,251.02290732122438,5.835,31.14,31.415,0.2749999999999986
2023-01-02 00:00:00+00:00,27.685000000000002,27.28,28.09,0.5727564927611013,33.295,15.53,51.06,25.123503935558034,6.995,6.67,7.32,0.45961940777125615,7.433,7.202,7.664,0.3266833329081848,0.91065,0.3639,1.4574,0.7732212652274898,25.765,23.07,28.46,3.8113055505954914,1221.5,972.0,1471.0,352.8462838120872,5.78,31.415,31.939999999999998,0.5249999999999986
2023-01-02 01:00:00+00:00,28.46,27.49,29.43,1.3717871555019043,34.345,16.37,52.32,25.42048878365638,7.92,7.56,8.28,0.5091168824543144,7.929499999999999,7.685,8.174,0.3457752160002213,0.78135,0.2797,1.283,0.7094402335644631,23.095,11.72,34.47,16.086679271993955,1113.5,963.0,1264.0,212.83914113715082,5.85,31.939999999999998,34.86,2.9200000000000017
2023-01-02 02:00:00+00:00,29.21,28.61,29.81,0.8485281374238552,39.86,29.86,49.86,14.142135623730951,5.43,5.11,5.75,0.45254833995938987,7.426,7.164,7.688,0.3705239533417506,0.5609500000000001,0.3784,0.7435,0.25816468581120855,26.59,13.67,39.51,18.271639225860387,1397.5,1296.0,1499.0,143.54267658086914,6.02,34.86,33.894999999999996,-0.9650000000000034
2023-01-02 03:00:00+00:00,28.26,26.26,30.26,2.8284271247461903,19.48,17.5,21.46,2.8001428534987287,6.5,5.92,7.08,0.8202438661763952,7.724,7.556,7.892,0.23758787847868018,0.9904499999999999,0.6735,1.3074,0.4482349885941524,7.390000000000001,5.95,8.83,2.036467529817257,1150.5,1107.0,1194.0,61.518289963229634,5.915,33.894999999999996,38.790000000000006,4.89500000000001
2023-01-02 04:00:00+00:00,29.095,28.02,30.17,1.5202795795510775,46.055,46.0,46.11,0.07778174593051983,5.96,5.18,6.74,1.1030865786510144,7.407500000000001,6.95,7.865,0.6470027047856907,0.6612,0.5453,0.7771,0.1639073518790417,29.98,29.28,30.68,0.9899494936611655,1205.0,982.0,1428.0,315.3696244092002,5.975,38.790000000000006,36.260000000000005,-2.530000000000001
2023-01-02 05:00:00+00:00,27.395,26.88,27.91,0.7283199846221448,43.38,42.06,44.7,1.866761902332486,6.63,6.17,7.09,0.6505382386916236,7.853,7.558,8.148,0.41719300090006295,0.5736,0.2537,0.8935,0.4524069186031531,20.575,14.28,26.87,8.902474375138633,1327.0,1309.0,1345.0,25.45584412271571,6.15,36.260000000000005,38.53,2.269999999999996
2023-01-02 06:00:00+00:00,29.35,28.15,30.55,1.6970562748477167,29.865000000000002,22.59,37.14,10.288403666264267,6.535,5.37,7.7,1.6475588001646557,7.4825,7.279,7.686,0.28779245994292485,1.02355,0.5927,1.4544,0.609313913348448,24.71,20.64,28.78,5.755849198858497,1393.0,1363.0,1423.0,42.42640687119285,6.115,38.53,38.485,-0.045000000000001705
2023-01-02 07:00:00+00:00,28.15,27.37,28.93,1.1030865786510144,23.18,19.08,27.28,5.798275605729692,6.404999999999999,5.26,7.55,1.6192745289171941,7.5245,6.944,8.105,0.8209509729575817,0.69155,0.3946,0.9885,0.4199507173466906,34.69,24.87,44.51,13.887577182503792,1209.5,1026.0,1393.0,259.50818869546293,6.15,38.485,39.599999999999994,1.1149999999999949
2023-01-02 08:00:00+00:00,26.625,26.24,27.01,0.5444722215136438,47.295,39.17,55.42,11.490485194281398,7.07,6.73,7.41,0.4808326112068521,7.9375,7.763,8.112,0.24678026663410524,0.8285,0.4945,1.1625,0.47234732983261385,21.635,10.46,32.81,15.803836559519338,1228.0,1221.0,1235.0,9.899494936611665,6.215,39.599999999999994,37.45,-2.1499999999999915
2023-01-02 09:00:00+00:00,26.575000000000003,26.55,26.6,0.03535533905932662,31.57,30.04,33.1,2.163746750430837,6.1899999999999995,5.86,6.52,0.46669047558312055,7.058,6.895,7.221,0.23051681066681484,0.8300000000000001,0.205,1.455,0.8838834764831844,21.65,21.17,22.13,0.678822509939085,1086.5,820.0,1353.0,376.8879143724298,6.165,37.45,40.47,3.019999999999996
2023-01-02 10:00:00+00:00,26.759999999999998,26.75,26.77,0.014142135623729393,37.515,17.67,57.36,28.06506814529407,7.835,7.8,7.87,0.049497474683058526,7.3425,6.894,7.791,0.6342747827243334,0.5239,0.3617,0.6861,0.22938543981691603,33.2,32.7,33.7,0.7071067811865476,1274.5,1196.0,1353.0,111.01576464628796,6.25,40.47,43.129999999999995,2.6599999999999966
2023-01-02 11:00:00+00:00,28.189999999999998,27.07,29.31,1.583919189857864,37.3,35.29,39.31,2.842569260369921,6.6899999999999995,5.95,7.43,1.0465180361560897,7.4495000000000005,7.284,7.615,0.23405234457274782,0.1912,0.1195,0.2629,0.10139911242215094,27.395,10.14,44.65,24.402255018747752,1164.0,904.0,1424.0,367.6955262170047,6.375,43.129999999999995,41.879999999999995,-1.25
2023-01-02 12:00:00+00:00,29.33,27.93,30.73,1.979898987322335,25.740000000000002,10.91,40.57,20.972787129993,6.665,6.26,7.07,0.5727564927611039,7.2665,6.864,7.669,0.5692209588551705,0.6483,0.5121,0.7845,0.19261588719521552,21.564999999999998,9.16,33.97,17.543319241238244,903.5,816.0,991.0,123.74368670764582,6.42,41.879999999999995,46.32,4.440000000000005
2023-01-02 13:00:00+00:00,29.165,28.66,29.67,0.7141778489984153,55.11,53.61,56.61,2.1213203435596424,6.765000000000001,5.32,8.21,2.043538597629123,8.0915,8.02,8.163,0.10111626970967678,0.9485000000000001,0.652,1.245,0.4193143212436228,22.055,15.97,28.14,8.605489527040282,1055.5,919.0,1192.0,193.04015126392747,6.380000000000001,46.32,45.480000000000004,-0.8399999999999963
2023-01-02 14:00:00+00:00,27.295,27.23,27.36,0.09192388155424921,41.545,38.26,44.83,4.645691552395615,6.905,5.48,8.33,2.0152543263816605,8.003,7.85,8.156,0.21637467504308422,0.65505,0.3806,0.9295,0.388130912193296,8.305,8.18,8.43,0.1767766952966369,1076.0,928.0,1224.0,209.30360723121808,6.505000000000001,45.480000000000004,45.78,0.29999999999999716
2023-01-02 15:00:00+00:00,26.96,26.63,27.29,0.4666904755831202,50.739999999999995,45.36,56.12,7.608468965567248,6.105,5.65,6.56,0.643467170879758,7.422000000000001,6.982,7.862,0.6222539674441614,0.661,0.2589,1.0631,0.5686552734302215,26.720000000000002,12.67,40.77,19.869700551341985,1150.0,929.0,1371.0,312.54119728445403,6.42,45.78,48.41,2.6299999999999955
2023-01-02 16:00:00+00:00,27.615000000000002,27.37,27.86,0.34648232278140845,28.22,17.63,38.81,14.976521625531081,7.48,6.9,8.06,0.8202438661763952,6.8325,6.831,6.834,0.0021213203435587807,0.16219999999999998,0.0646,0.2598,0.13802724368761407,16.0,14.07,17.93,2.729432175380073,1093.5,828.0,1359.0,375.47370081005676,6.555,48.41,48.22,-0.18999999999999773
2023-01-02 17:00:00+00:00,27.020000000000003,26.94,27.1,0.11313708498984645,35.775000000000006,31.21,40.34,6.455884912233183,7.6899999999999995,7.56,7.82,0.18384776310850315,7.3685,7.253,7.484,0.1633416664540924,1.05315,0.9991,1.1072,0.07643824304626581,13.49,7.78,19.2,8.075159441150372,852.5,809.0,896.0,61.518289963229634,6.54,48.22,49.48,1.259999999999998
2023-01-02 18:00:00+00:00,28.165,27.53,28.8,0.8980256121069138,51.769999999999996,46.82,56.72,7.000357133746822,7.365,7.31,7.42,0.07778174593052013,7.818,7.757,7.879,0.08626702730475871,0.9924999999999999,0.7172,1.2678,0.3893329937213132,16.73,7.7,25.76,12.77034846822905,1036.0,1031.0,1041.0,7.0710678118654755,6.48,49.48,52.995000000000005,3.5150000000000077
2023-01-02 19:00:00+00:00,28.65,28.31,28.99,0.4808326112068521,44.41,32.54,56.28,16.786714985368636,6.92,5.87,7.97,1.4849242404917495,7.3035,7.183,7.424,0.17041273426595802,1.0463,0.8822,1.2104,0.2320724455854249,25.68,14.35,37.01,16.023039661687164,1041.0,999.0,1083.0,59.39696961966999,6.725,52.995000000000005,52.645,-0.3500000000000014
2023-01-02 20:00:00+00:00,28.259999999999998,26.62,29.9,2.319310242291873,37.45,15.66,59.24,30.81571352410974,6.24,5.77,6.71,0.6646803743153553,7.7965,7.397,8.196,0.5649783181680511,0.8102,0.3167,1.3037,0.6979143930311225,33.400000000000006,26.6,40.2,9.616652224137045,925.0,878.0,972.0,66.46803743153546,6.605,52.645,50.650000000000006,-1.9949999999999974
2023-01-02 21:00:00+00:00,29.955,29.51,30.4,0.6293250352560239,34.085,16.23,51.94,25.250783156171607,8.38,8.3,8.46,0.1131370849898477,7.2305,7.029,7.432,0.284964032818179,0.29435,0.1768,0.4119,0.1662408042569573,28.68,26.32,31.04,3.3375440072005036,1323.0,1266.0,1380.0,80.61017305526642,6.73,50.650000000000006,54.620000000000005,3.969999999999999
2023-01-02 22:00:00+00:00,28.7,26.74,30.66,2.7718585822512676,54.765,53.49,56.04,1.8031222920256942,6.305,5.14,7.47,1.6475588001646557,7.8420000000000005,7.771,7.913,0.10040916292849031,0.44825,0.0951,0.8014,0.4994295195520585,18.145,17.97,18.32,0.24748737341529264,1231.5,1215.0,1248.0,23.33452377915607,6.74,54.620000000000005,53.915,-0.7050000000000054
2023-01-02 23:00:00+00:00,28.68,26.51,30.85,3.068843430349615,37.75,35.94,39.56,2.5597265478953055,6.9350000000000005,5.63,8.24,1.8455486988968894,7.0120000000000005,6.915,7.109,0.1371787155501905,0.73705,0.0686,1.4055,0.9453310557682953,38.275000000000006,31.78,44.77,9.185317087613251,893.0,886.0,900.0,9.899494936611665,6.82,53.915,54.665,0.75
2023-01-03 00:00:00+00:00,28.84,27.54,30.14,1.8384776310850246,21.345,12.74,29.95,12.169307704220481,7.595,6.99,8.2,0.8555992052357219,7.734500000000001,7.716,7.753,0.026162950903902516,0.43784999999999996,0.1919,0.6838,0.3478258256656627,29.39,27.31,31.47,2.9415642097360393,903.0,807.0,999.0,135.7645019878171,6.845,54.665,57.955,3.289999999999999
2023-01-03 01:00:00+00:00,28.365000000000002,26.93,29.8,2.0293964620053933,38.45,26.76,50.14,16.53215654414148,6.28,5.12,7.44,1.6404877323527904,7.657,7.183,8.131,0.6703372285648473,0.9413,0.4811,1.4015,0.6508210814040983,28.919999999999998,23.61,34.23,7.509474016201133,1095.0,886.0,1304.0,295.57063453597686,6.835,57.955,57.955,0.0
2023-01-03 02:00:00+00:00,27.39,27.01,27.77,0.5374011537017748,18.450000000000003,10.23,26.67,11.62483548270684,7.140000000000001,6.04,8.24,1.5556349186104044,7.208,7.011,7.405,0.2786000717874998,0.41885,0.0719,0.7658,0.4906613954653453,17.45,7.41,27.49,14.198704166225873,1013.0,842.0,1184.0,241.83051916579925,6.85,57.955,59.870000000000005,1.9150000000000063
2023-01-03 03:00:00+00:00,28.6,28.29,28.91,0.4384062043356589,33.39,29.91,36.87,4.921463197058368,8.350000000000001,8.3,8.4,0.07071067811865513,7.7545,7.388,8.121,0.5183092706097397,0.85555,0.231,1.4801,0.8832470803801165,27.66,12.01,43.31,22.13244225113894,1327.0,1234.0,1420.0,131.52186130069785,6.965,59.870000000000005,59.55,-0.3200000000000074
2023-01-03 04:00:00+00:00,27.83,27.62,28.04,0.2969848480983499,41.655,27.32,55.99,20.27275141661832,7.34,6.66,8.02,0.9616652224137042,7.5255,7.357,7.694,0.23829498525986634,0.7327,0.0174,1.448,1.0115869611654749,22.82,13.04,32.6,13.831008640008871,1244.5,1207.0,1282.0,53.033008588991066,6.91,59.55,60.935,1.3850000000000051
2023-01-03 05:00:00+00:00,27.625,25.83,29.42,2.538513344459708,37.115,27.35,46.88,13.809795436573273,7.04,6.12,7.96,1.3010764773832473,7.681000000000001,7.184,8.178,0.7028641404994284,1.19525,0.9623,1.4282,0.3294410493548124,17.65,8.87,26.43,12.416795077635776,1139.5,816.0,1463.0,457.49808742769625,6.995,60.935,62.34,1.4050000000000011
2023-01-03 06:00:00+00:00,28.015,26.88,29.15,1.6051323932934614,26.92,21.23,32.61,8.046875169902911,6.515000000000001,5.13,7.9,1.9586857838867373,7.7125,7.373,8.052,0.480125504425665,0.9954,0.6876,1.3032,0.4352949344984386,29.130000000000003,23.01,35.25,8.65498700172334,1195.5,947.0,1444.0,351.4320702497141,7.02,62.34,64.145,1.8049999999999926
2023-01-03 07:00:00+00:00,29.07,28.1,30.04,1.3717871555019006,24.83,17.04,32.62,11.016723650886409,6.449999999999999,5.81,7.09,0.9050966799187806,7.109999999999999,7.098,7.122,0.01697056274847684,0.7583,0.7384,0.7782,0.028142849891224633,25.25,18.9,31.6,8.980256121069155,1053.5,1031.0,1076.0,31.81980515339464,7.225,64.145,63.705,-0.4399999999999977
2023-01-03 08:00:00+00:00,27.115000000000002,26.05,28.18,1.506137443927347,26.87,18.82,34.92,11.384419177103416,5.345,5.27,5.42,0.10606601717798238,7.2780000000000005,6.844,7.712,0.6137686860699225,0.61085,0.2181,1.0036,0.5554323766220332,39.455,36.82,42.09,3.72645273685311,1096.0,1027.0,1165.0,97.58073580374356,7.175000000000001,63.705,64.33,0.625
2023-01-03 09:00:00+00:00,27.95,27.74,28.16,0.2969848480983512,43.345,30.95,55.74,17.529177105614515,6.815,6.19,7.44,0.8838834764831844,7.663,7.316,8.01,0.49073210614346363,0.26175,0.0547,0.4688,0.29281291808934934,17.68,14.39,20.97,4.652762620207482,1342.5,1235.0,1450.0,152.02795795510772,7.09,64.33,67.67500000000001,3.345000000000013
2023-01-03 10:00:00+00:00,26.79,26.72,26.86,0.09899494936611705,33.575,28.12,39.03,7.714534982745232,6.385,5.23,7.54,1.6334166645409243,7.8084999999999996,7.462,8.155,0.49002499936227717,0.6854,0.3108,1.06,0.5297644004649614,27.900000000000002,11.1,44.7,23.758787847868,1104.0,1010.0,1198.0,132.93607486307093,7.234999999999999,67.67500000000001,68.87,1.1949999999999932
2023-01-03 11:00:00+00:00,26.525,25.64,27.41,1.2515790027001876,26.13,10.65,41.61,21.89202594553551,6.494999999999999,6.1,6.89,0.5586143571373728,7.538,7.06,8.016,0.6759940828143394,1.2343000000000002,1.0134,1.4552,0.3123997759282166,34.34,26.6,42.08,10.946012972767756,1244.0,1190.0,1298.0,76.36753236814714,7.385,68.87,68.45,-0.4200000000000017
2023-01-03 12:00:00+00:00,26.91,26.65,27.17,0.3676955262170069,31.04,18.9,43.18,17.168552647209374,6.945,6.12,7.77,1.1667261889578033,7.882999999999999,7.879,7.887,0.005656854249492071,0.58105,0.1499,1.0122,0.60973817741716,32.26,25.84,38.68,9.07925107043527,1350.5,1339.0,1362.0,16.263455967290593,7.325,68.45,68.765,0.3149999999999977
2023-01-03 13:00:00+00:00,26.755000000000003,26.25,27.26,0.7141778489984153,37.739999999999995,17.43,58.05,28.72267745179756,7.645,7.19,8.1,0.643467170879758,7.9239999999999995,7.865,7.983,0.0834386001800119,0.9873500000000001,0.6712,1.3035,0.44710361774425406,19.25,8.56,29.94,15.117942981768387,1265.5,1241.0,1290.0,34.64823227814083,7.345,68.765,69.715,0.9500000000000028
2023-01-03 14:00:00+00:00,29.42,28.7,30.14,1.0182337649086306,22.5,14.27,30.73,11.638977618330573,6.49,5.82,7.16,0.9475230867899735,7.3305,6.984,7.677,0.49002499936227717,0.658,0.274,1.042,0.5430580079512685,22.66,10.11,35.21,17.748380207782343,1104.5,1060.0,1149.0,62.932503525602726,7.470000000000001,69.715,70.525,0.8100000000000023
2023-01-03 15:00:00+00:00,29.47,29.17,29.77,0.4242640687119283,47.475,35.11,59.84,17.486750698743325,6.57,5.09,8.05,2.0930360723121813,7.4675,6.846,8.089,0.8789337290148788,1.33815,1.2588,1.4175,0.11221784617430514,37.16,36.28,38.04,1.2445079348883197,1235.0,1151.0,1319.0,118.79393923933998,7.455,70.525,72.83500000000001,2.3100000000000023
2023-01-03 16:00:00+00:00,27.355,26.35,28.36,1.421284630184959,26.560000000000002,13.35,39.77,18.68176115894859,6.565,5.07,8.06,2.114249275747777,7.789,7.663,7.915,0.17819090885901015,0.8894,0.7508,1.028,0.19600999974491093,19.900000000000002,6.45,33.35,19.02117241391813,1028.0,937.0,1119.0,128.69343417595164,7.43,72.83500000000001,72.695,-0.14000000000001478
2023-01-03 17:00:00+00:00,28.799999999999997,28.65,28.95,0.21213203435596603,34.0,20.5,47.5,19.091883092036785,7.569999999999999,6.85,8.29,1.0182337649086282,7.219,6.964,7.474,0.36062445840513907,1.11765,0.9306,1.3047,0.26452864684188737,16.325,15.52,17.13,1.138441917710341,1385.5,1349.0,1422.0,51.61879502661797,7.57,72.695,75.16499999999999,2.469999999999999
2023-01-03 18:00:00+00:00,29.03,28.27,29.79,1.074802307403553,37.58,20.26,54.9,24.494178900302003,8.145,7.8,8.49,0.4879036790187184,7.3675,6.975,7.76,0.5550788232314399,0.45775,0.0553,0.8602,0.5691502481770521,13.96,8.51,19.41,7.707463914933369,1093.0,1019.0,1167.0,104.65180361560904,7.525,75.16499999999999,75.37,0.2050000000000125
2023-01-03 19:00:00+00:00,27.215,26.8,27.63,0.5868986283848332,15.68,11.83,19.53,5.444722215136416,6.960000000000001,6.23,7.69,1.032375900532359,7.2415,7.081,7.402,0.22698127676088156,1.21725,1.0374,1.3971,0.254346309192801,34.815,27.15,42.48,10.839946955589772,1079.0,1022.0,1136.0,80.61017305526642,7.485,75.37,74.93,-0.4399999999999977
2023-01-03 20:00:00+00:00,28.8,28.07,29.53,1.03237590053236,35.92,33.6,38.24,3.280975464705581,6.545,6.41,6.68,0.19091883092036754,7.189,6.89,7.488,0.422849855149556,0.6747,0.3314,1.018,0.4854995159626836,19.049999999999997,17.22,20.88,2.5880108191427653,1303.0,1159.0,1447.0,203.64675298172568,7.58,74.93,77.05000000000001,2.1200000000000045
2023-01-03 21:00:00+00:00,28.67,28.15,29.19,0.7353910524340126,31.035,13.29,48.78,25.095219664310573,7.630000000000001,7.2,8.06,0.6081118318204308,7.396,7.177,7.615,0.3097127701597083,0.7943,0.5969,0.9917,0.279165757212449,25.955,22.89,29.02,4.334564568673537,1195.0,1128.0,1262.0,94.75230867899737,7.65,77.05000000000001,76.78,-0.27000000000001023
